PurchaseID,CustomerID,ProductID,ProductDescription,ProductCategory,PurchaseAmount,PurchaseDate
PU03781,C113,P97,Planner,Books & Stationery,78.18,2024-05-29
PU03783,C163,P50,Cookware Set,Kitchen & Appliances,177.38,2024-05-20
PU03784,C392,P53,Food Processor,Kitchen & Appliances,67.6,2024-02-24
PU03787,C284,P54,Rice Cooker,Kitchen & Appliances,150.16,2024-01-08
PU03788,C396,P43,Wall Shelf,Home & Furniture,392.34,2024-12-26
PU03789,C187,P79,Sunglasses,Accessories & Lifestyle,142.13,2024-02-29
PU03790,C314,P55,Ice Cream Maker,Kitchen & Appliances,233.58,2024-08-06
PU03791,C142,P97,Planner,Books & Stationery,18.98,2024-12-29
PU03793,C030,P84,Watch,Accessories & Lifestyle,13.91,2024-06-25
PU03794,C498,P120,Toy Train Set,Toys & Games,75.07,2024-11-18
PU03795,C367,P114,Play Kitchen Set,Toys & Games,72.74,2024-04-12
PU03796,C107,P18,Tablet,Tech & Electronics,77.78,2024-03-02
PU03800,C326,P94,Travel Guide,Books & Stationery,43.14,2024-11-09
PU03801,C255,P09,Swimwear,Clothing & Apparel,111.81,2024-09-05
PU03802,C445,P44,Bed Frame,Home & Furniture,315.14,2024-01-01
PU03804,C378,P96,Sketchpad,Books & Stationery,33.67,2024-01-23
PU03806,C420,P110,Stuffed Animal,Toys & Games,52.69,2024-10-08
PU03807,C390,P43,Wall Shelf,Home & Furniture,162.42,2024-05-02
PU03809,C025,P68,Skipping Rope,Fitness & Sports,125.49,2024-04-29
PU03810,C008,P104,Art Book,Books & Stationery,41.16,2024-12-28
PU03811,C468,P76,Handbag,Accessories & Lifestyle,81.46,2024-12-29
PU03812,C239,P110,Stuffed Animal,Toys & Games,97.67,2024-09-20
PU03813,C043,P79,Sunglasses,Accessories & Lifestyle,90.95,2024-08-11
PU03814,C388,P110,Stuffed Animal,Toys & Games,9.0,2024-11-20
PU03817,C295,P97,Planner,Books & Stationery,24.5,2024-08-21
PU03818,C080,P88,Jewelry Box,Accessories & Lifestyle,51.25,2024-03-26
PU03819,C402,P44,Bed Frame,Home & Furniture,476.61,2024-07-28
PU03820,C152,P71,Pull-Up Bar,Fitness & Sports,118.97,2024-01-14
PU03821,C073,P30,Desktop Computer,Tech & Electronics,83.68,2024-08-10
PU03822,C081,P54,Rice Cooker,Kitchen & Appliances,191.99,2024-01-24
PU03823,C089,P78,Wallet,Accessories & Lifestyle,77.32,2024-05-27
PU03824,C268,P80,Leather Belt,Accessories & Lifestyle,256.79,2024-11-21
PU03825,C446,P100,Comic Book,Books & Stationery,25.78,2024-11-03
PU03826,C279,P119,Dollhouse,Toys & Games,24.88,2024-06-11
PU03827,C356,P78,Wallet,Accessories & Lifestyle,73.95,2024-08-16
PU03828,C486,P49,Electric Kettle,Kitchen & Appliances,262.51,2024-08-12
PU03829,C295,P36,Sofa,Home & Furniture,426.55,2024-10-25
PU03830,C328,P93,Science Fiction Book,Books & Stationery,36.95,2024-12-19
PU03831,C448,P19,Smartwatch,Tech & Electronics,212.25,2024-06-07
PU03832,C250,P48,Air Fryer,Kitchen & Appliances,501.29,2024-08-14
PU03833,C139,P61,Tennis Racket,Fitness & Sports,46.53,2024-11-01
PU03834,C060,P98,Children's Storybook,Books & Stationery,25.99,2024-12-11
PU03836,C434,P19,Smartwatch,Tech & Electronics,266.73,2024-09-13
PU03839,C079,P85,Scarf,Accessories & Lifestyle,82.91,2024-03-13
PU03841,C284,P05,Casual Sneakers,Clothing & Apparel,46.4,2024-01-03
PU03842,C004,P108,Building Blocks,Toys & Games,60.34,2024-12-18
PU03843,C236,P100,Comic Book,Books & Stationery,21.96,2024-05-02
PU03844,C042,P08,Polo Shirt,Clothing & Apparel,112.83,2024-04-21
PU03845,C390,P76,Handbag,Accessories & Lifestyle,85.28,2024-09-05
PU03847,C313,P27,VR Headset,Tech & Electronics,402.05,2024-11-17
PU03848,C392,P78,Wallet,Accessories & Lifestyle,144.38,2024-04-14
PU03851,C382,P93,Science Fiction Book,Books & Stationery,48.17,2024-05-21
PU03852,C431,P68,Skipping Rope,Fitness & Sports,20.02,2024-06-21
PU03854,C205,P01,Men's T-Shirt,Clothing & Apparel,109.98,2024-03-28
PU03855,C026,P15,Summer Dress,Clothing & Apparel,226.92,2024-10-05
PU03856,C376,P78,Wallet,Accessories & Lifestyle,146.34,2024-11-16
PU03857,C438,P06,Running Shorts,Clothing & Apparel,213.6,2024-09-07
PU03860,C165,P11,Athletic Socks,Clothing & Apparel,27.29,2024-08-19
PU03861,C389,P09,Swimwear,Clothing & Apparel,98.08,2024-08-18
PU03862,C177,P21,Bluetooth Speaker,Tech & Electronics,162.34,2024-11-28
PU03863,C394,P82,Key Organizer,Accessories & Lifestyle,74.57,2024-11-02
PU03864,C255,P03,Jeans,Clothing & Apparel,17.22,2024-02-13
PU03865,C454,P59,Dish Rack,Kitchen & Appliances,180.11,2024-06-28
PU03866,C372,P90,Smart Key Finder,Accessories & Lifestyle,148.7,2024-05-26
PU03867,C117,P90,Smart Key Finder,Accessories & Lifestyle,101.3,2024-09-09
PU03868,C009,P47,Microwave Oven,Kitchen & Appliances,431.47,2024-10-17
PU03869,C100,P98,Children's Storybook,Books & Stationery,24.38,2024-02-06
PU03870,C162,P79,Sunglasses,Accessories & Lifestyle,89.15,2024-01-06
PU03872,C062,P69,Hiking Boots,Fitness & Sports,50.62,2024-12-11
PU03873,C088,P119,Dollhouse,Toys & Games,97.85,2024-05-04
PU03874,C017,P55,Ice Cream Maker,Kitchen & Appliances,171.43,2024-04-07
PU03875,C107,P82,Key Organizer,Accessories & Lifestyle,74.62,2024-09-12
PU03876,C001,P99,History Book,Books & Stationery,11.39,2024-04-15
PU03878,C448,P39,Patio Set,Home & Furniture,110.79,2024-06-05
PU03879,C203,P55,Ice Cream Maker,Kitchen & Appliances,174.74,2024-07-29
PU03881,C208,P72,Cycling Shorts,Fitness & Sports,225.33,2024-04-06
PU03882,C415,P25,Digital Camera,Tech & Electronics,154.36,2024-02-10
PU03883,C333,P08,Polo Shirt,Clothing & Apparel,80.06,2024-07-21
PU03884,C374,P94,Travel Guide,Books & Stationery,41.47,2024-05-09
PU03885,C467,P52,Espresso Machine,Kitchen & Appliances,174.64,2024-12-06
PU03886,C003,P83,Luggage Set,Accessories & Lifestyle,56.56,2024-04-27
PU03887,C014,P37,Coffee Table,Home & Furniture,395.35,2024-12-15
PU03888,C434,P17,Laptop,Tech & Electronics,333.86,2024-12-23
PU03889,C444,P84,Watch,Accessories & Lifestyle,144.69,2024-04-25
PU03890,C066,P39,Patio Set,Home & Furniture,478.66,2024-11-20
PU03891,C491,P71,Pull-Up Bar,Fitness & Sports,522.14,2024-09-07
PU03893,C096,P32,Standing Desk,Home & Furniture,427.49,2024-09-28
PU03894,C149,P14,Joggers,Clothing & Apparel,111.99,2024-01-15
PU03897,C336,P14,Joggers,Clothing & Apparel,90.26,2024-09-12
PU03898,C095,P51,Toaster,Kitchen & Appliances,147.1,2024-06-26
PU03900,C117,P71,Pull-Up Bar,Fitness & Sports,242.28,2024-06-21
PU03901,C470,P43,Wall Shelf,Home & Furniture,192.39,2024-04-30
PU03902,C221,P114,Play Kitchen Set,Toys & Games,27.61,2024-12-04
PU03903,C454,P114,Play Kitchen Set,Toys & Games,34.17,2024-06-29
PU03905,C211,P18,Tablet,Tech & Electronics,274.58,2024-11-03
PU03906,C325,P44,Bed Frame,Home & Furniture,831.75,2024-07-06
PU03908,C352,P61,Tennis Racket,Fitness & Sports,479.1,2024-08-01
PU03910,C472,P100,Comic Book,Books & Stationery,48.15,2024-05-10
PU03911,C223,P17,Laptop,Tech & Electronics,353.31,2024-11-29
PU03913,C029,P86,Phone Case,Accessories & Lifestyle,103.54,2024-10-01
PU03914,C277,P100,Comic Book,Books & Stationery,13.77,2024-01-24
PU03916,C386,P19,Smartwatch,Tech & Electronics,444.72,2024-05-17
PU03918,C092,P68,Skipping Rope,Fitness & Sports,157.21,2024-11-19
PU03919,C303,P09,Swimwear,Clothing & Apparel,86.89,2024-05-14
PU03921,C405,P86,Phone Case,Accessories & Lifestyle,87.97,2024-12-26
PU03922,C351,P32,Standing Desk,Home & Furniture,92.36,2024-10-07
PU03923,C050,P69,Hiking Boots,Fitness & Sports,99.18,2024-04-02
PU03924,C309,P14,Joggers,Clothing & Apparel,46.47,2024-11-30
PU03925,C203,P96,Sketchpad,Books & Stationery,41.46,2024-11-18
PU03926,C138,P18,Tablet,Tech & Electronics,284.17,2024-12-10
PU03927,C468,P52,Espresso Machine,Kitchen & Appliances,86.78,2024-01-17
PU03928,C403,P33,Bookshelf,Home & Furniture,86.17,2024-03-13
PU03930,C214,P14,Joggers,Clothing & Apparel,85.25,2024-04-05
PU03931,C392,P102,Self-Help Book,Books & Stationery,33.45,2024-01-09
PU03934,C380,P05,Casual Sneakers,Clothing & Apparel,48.39,2024-04-28
PU03935,C025,P68,Skipping Rope,Fitness & Sports,139.99,2024-04-03
PU03938,C046,P54,Rice Cooker,Kitchen & Appliances,192.24,2024-12-23
PU03941,C454,P55,Ice Cream Maker,Kitchen & Appliances,294.24,2024-07-07
PU03942,C469,P120,Toy Train Set,Toys & Games,65.03,2024-06-24
PU03943,C076,P71,Pull-Up Bar,Fitness & Sports,186.29,2024-06-06
PU03944,C093,P47,Microwave Oven,Kitchen & Appliances,40.01,2024-05-20
PU03946,C396,P24,Streaming Stick,Tech & Electronics,265.42,2024-04-08
PU03947,C335,P49,Electric Kettle,Kitchen & Appliances,94.92,2024-05-01
PU03948,C372,P108,Building Blocks,Toys & Games,27.43,2024-04-15
PU03950,C349,P87,Umbrella,Accessories & Lifestyle,44.71,2024-02-02
PU03951,C477,P15,Summer Dress,Clothing & Apparel,234.26,2024-11-12
PU03953,C017,P50,Cookware Set,Kitchen & Appliances,269.0,2024-11-13
PU03954,C272,P27,VR Headset,Tech & Electronics,78.12,2024-07-22
PU03955,C128,P05,Casual Sneakers,Clothing & Apparel,29.67,2024-05-09
PU03956,C100,P120,Toy Train Set,Toys & Games,94.99,2024-03-10
PU03957,C126,P09,Swimwear,Clothing & Apparel,28.83,2024-11-03
PU03958,C080,P27,VR Headset,Tech & Electronics,149.82,2024-09-03
PU03959,C159,P41,Wardrobe,Home & Furniture,268.71,2024-01-21
PU03962,C040,P76,Handbag,Accessories & Lifestyle,39.21,2024-01-21
PU03963,C100,P103,Language Workbook,Books & Stationery,38.71,2024-09-15
PU03964,C174,P69,Hiking Boots,Fitness & Sports,30.87,2024-06-16
PU03966,C088,P03,Jeans,Clothing & Apparel,63.18,2024-01-05
PU03967,C012,P29,Portable Power Bank,Tech & Electronics,283.0,2024-01-14
PU03968,C270,P26,E-Reader,Tech & Electronics,558.93,2024-04-10
PU03970,C424,P23,4K TV,Tech & Electronics,186.08,2024-06-26
PU03971,C382,P54,Rice Cooker,Kitchen & Appliances,239.34,2024-07-15
PU03972,C479,P35,Bedside Table,Home & Furniture,345.99,2024-12-20
PU03973,C057,P42,Storage Ottoman,Home & Furniture,258.14,2024-02-25
PU03974,C100,P09,Swimwear,Clothing & Apparel,16.6,2024-05-12
PU03975,C483,P114,Play Kitchen Set,Toys & Games,37.12,2024-06-22
PU03977,C179,P79,Sunglasses,Accessories & Lifestyle,144.59,2024-08-29
PU03978,C442,P42,Storage Ottoman,Home & Furniture,294.0,2024-07-15
PU03979,C252,P88,Jewelry Box,Accessories & Lifestyle,34.82,2024-12-24
PU03980,C344,P103,Language Workbook,Books & Stationery,42.19,2024-05-22
PU03981,C212,P82,Key Organizer,Accessories & Lifestyle,94.38,2024-04-13
PU03982,C463,P119,Dollhouse,Toys & Games,44.84,2024-02-07
PU03983,C341,P110,Stuffed Animal,Toys & Games,49.61,2024-11-20
PU03984,C204,P05,Casual Sneakers,Clothing & Apparel,100.82,2024-03-06
PU03985,C300,P119,Dollhouse,Toys & Games,191.04,2024-01-23
PU03986,C007,P94,Travel Guide,Books & Stationery,33.41,2024-04-18
PU03987,C242,P38,Recliner Chair,Home & Furniture,366.6,2024-05-17
PU03988,C243,P15,Summer Dress,Clothing & Apparel,50.75,2024-11-25
PU03989,C328,P94,Travel Guide,Books & Stationery,95.93,2024-09-19
PU03990,C319,P85,Scarf,Accessories & Lifestyle,77.29,2024-11-22
PU03991,C005,P96,Sketchpad,Books & Stationery,24.82,2024-11-13
PU03993,C440,P104,Art Book,Books & Stationery,42.96,2024-11-26
PU03995,C484,P28,Home Security Camera,Tech & Electronics,483.44,2024-01-14
PU03996,C018,P35,Bedside Table,Home & Furniture,408.12,2024-03-03
PU03998,C218,P13,Raincoat,Clothing & Apparel,78.45,2024-11-30
PU03999,C070,P94,Travel Guide,Books & Stationery,48.15,2024-10-03
PU04000,C137,P84,Watch,Accessories & Lifestyle,81.42,2024-02-06
PU04001,C286,P49,Electric Kettle,Kitchen & Appliances,92.77,2024-07-01
PU04002,C177,P31,Office Chair,Home & Furniture,291.12,2024-05-09
PU04003,C224,P33,Bookshelf,Home & Furniture,366.92,2024-06-15
PU04004,C190,P47,Microwave Oven,Kitchen & Appliances,157.34,2024-11-26
PU04007,C331,P94,Travel Guide,Books & Stationery,27.41,2024-09-22
PU04008,C096,P32,Standing Desk,Home & Furniture,391.93,2024-12-19
PU04009,C078,P98,Children's Storybook,Books & Stationery,15.88,2024-12-28
PU04010,C461,P51,Toaster,Kitchen & Appliances,188.03,2024-04-17
PU04011,C239,P48,Air Fryer,Kitchen & Appliances,382.7,2024-11-19
PU04013,C060,P19,Smartwatch,Tech & Electronics,113.88,2024-05-16
PU04014,C107,P03,Jeans,Clothing & Apparel,20.68,2024-11-28
PU04015,C426,P114,Play Kitchen Set,Toys & Games,75.25,2024-11-30
PU04016,C379,P08,Polo Shirt,Clothing & Apparel,131.57,2024-12-14
PU04017,C004,P18,Tablet,Tech & Electronics,331.08,2024-12-27
PU04019,C365,P79,Sunglasses,Accessories & Lifestyle,133.88,2024-12-15
PU04021,C330,P17,Laptop,Tech & Electronics,139.72,2024-12-15
PU04022,C420,P06,Running Shorts,Clothing & Apparel,17.02,2024-07-15
PU04024,C264,P86,Phone Case,Accessories & Lifestyle,100.31,2024-08-08
PU04025,C495,P55,Ice Cream Maker,Kitchen & Appliances,244.72,2024-12-05
PU04026,C132,P26,E-Reader,Tech & Electronics,221.14,2024-09-06
PU04028,C006,P24,Streaming Stick,Tech & Electronics,81.08,2024-06-10
PU04029,C190,P54,Rice Cooker,Kitchen & Appliances,240.53,2024-11-03
PU04030,C317,P116,Card Game,Toys & Games,31.61,2024-01-20
PU04031,C066,P91,Novel,Books & Stationery,14.79,2024-11-24
PU04032,C207,P38,Recliner Chair,Home & Furniture,687.68,2024-08-29
PU04033,C047,P37,Coffee Table,Home & Furniture,358.73,2024-01-17
PU04034,C307,P21,Bluetooth Speaker,Tech & Electronics,358.82,2024-08-07
PU04035,C171,P49,Electric Kettle,Kitchen & Appliances,106.2,2024-12-17
PU04036,C154,P98,Children's Storybook,Books & Stationery,20.73,2024-10-23
PU04038,C116,P24,Streaming Stick,Tech & Electronics,135.67,2024-06-17
PU04045,C453,P09,Swimwear,Clothing & Apparel,46.97,2024-01-26
PU04046,C453,P84,Watch,Accessories & Lifestyle,76.96,2024-03-15
PU04047,C493,P21,Bluetooth Speaker,Tech & Electronics,138.02,2024-07-05
PU04048,C352,P03,Jeans,Clothing & Apparel,190.43,2024-10-06
PU04049,C363,P33,Bookshelf,Home & Furniture,385.51,2024-02-15
PU04050,C396,P72,Cycling Shorts,Fitness & Sports,24.13,2024-12-18
PU04051,C223,P100,Comic Book,Books & Stationery,37.19,2024-03-07
PU04052,C204,P13,Raincoat,Clothing & Apparel,30.92,2024-11-01
PU04053,C175,P110,Stuffed Animal,Toys & Games,15.25,2024-07-28
PU04055,C395,P17,Laptop,Tech & Electronics,398.27,2024-03-13
PU04057,C384,P38,Recliner Chair,Home & Furniture,266.21,2024-05-06
PU04060,C322,P43,Wall Shelf,Home & Furniture,473.41,2024-04-25
PU04061,C264,P41,Wardrobe,Home & Furniture,53.83,2024-11-10
PU04062,C400,P52,Espresso Machine,Kitchen & Appliances,313.05,2024-08-13
PU04063,C113,P15,Summer Dress,Clothing & Apparel,132.3,2024-03-27
PU04064,C156,P06,Running Shorts,Clothing & Apparel,73.84,2024-09-22
PU04066,C095,P44,Bed Frame,Home & Furniture,104.12,2024-11-14
PU04068,C115,P35,Bedside Table,Home & Furniture,463.18,2024-04-02
PU04069,C084,P79,Sunglasses,Accessories & Lifestyle,84.47,2024-05-12
PU04070,C137,P108,Building Blocks,Toys & Games,26.49,2024-11-18
PU04071,C444,P83,Luggage Set,Accessories & Lifestyle,10.4,2024-07-16
PU04072,C029,P119,Dollhouse,Toys & Games,47.59,2024-01-16
PU04074,C182,P44,Bed Frame,Home & Furniture,803.87,2024-02-25
PU04075,C190,P114,Play Kitchen Set,Toys & Games,93.95,2024-11-18
PU04076,C255,P29,Portable Power Bank,Tech & Electronics,238.06,2024-01-22
PU04077,C116,P39,Patio Set,Home & Furniture,276.46,2024-07-04
PU04079,C012,P100,Comic Book,Books & Stationery,33.64,2024-11-04
PU04081,C418,P21,Bluetooth Speaker,Tech & Electronics,98.15,2024-08-26
PU04082,C224,P78,Wallet,Accessories & Lifestyle,88.77,2024-06-17
PU04083,C199,P93,Science Fiction Book,Books & Stationery,46.65,2024-11-01
PU04085,C171,P114,Play Kitchen Set,Toys & Games,94.54,2024-11-09
PU04086,C079,P11,Athletic Socks,Clothing & Apparel,34.18,2024-12-21
PU04088,C185,P78,Wallet,Accessories & Lifestyle,118.0,2024-02-24
PU04089,C371,P36,Sofa,Home & Furniture,407.37,2024-11-26
PU04090,C067,P71,Pull-Up Bar,Fitness & Sports,96.3,2024-11-07
PU04091,C260,P96,Sketchpad,Books & Stationery,29.75,2024-09-30
PU04092,C232,P37,Coffee Table,Home & Furniture,52.14,2024-12-07
PU04093,C389,P53,Food Processor,Kitchen & Appliances,83.25,2024-06-17
PU04094,C479,P120,Toy Train Set,Toys & Games,39.64,2024-07-08
PU04095,C486,P41,Wardrobe,Home & Furniture,228.33,2024-03-12
PU04096,C345,P80,Leather Belt,Accessories & Lifestyle,34.14,2024-07-14
PU04097,C061,P52,Espresso Machine,Kitchen & Appliances,276.69,2024-01-17
PU04098,C428,P120,Toy Train Set,Toys & Games,45.48,2024-02-04
PU04100,C119,P86,Phone Case,Accessories & Lifestyle,49.42,2024-11-08
PU04101,C254,P25,Digital Camera,Tech & Electronics,330.61,2024-11-03
PU04102,C014,P19,Smartwatch,Tech & Electronics,162.05,2024-11-14
PU04103,C041,P17,Laptop,Tech & Electronics,82.06,2024-05-25
PU04104,C341,P25,Digital Camera,Tech & Electronics,139.5,2024-01-13
PU04105,C005,P94,Travel Guide,Books & Stationery,33.69,2024-02-07
PU04106,C057,P25,Digital Camera,Tech & Electronics,333.65,2024-04-17
PU04108,C405,P26,E-Reader,Tech & Electronics,219.75,2024-07-06
PU04110,C362,P61,Tennis Racket,Fitness & Sports,160.84,2024-01-09
PU04111,C005,P99,History Book,Books & Stationery,17.73,2024-03-29
PU04112,C336,P48,Air Fryer,Kitchen & Appliances,194.65,2024-11-20
PU04113,C246,P52,Espresso Machine,Kitchen & Appliances,82.93,2024-04-11
PU04114,C121,P55,Ice Cream Maker,Kitchen & Appliances,50.99,2024-08-02
PU04115,C487,P103,Language Workbook,Books & Stationery,34.82,2024-10-26
PU04118,C208,P99,History Book,Books & Stationery,13.2,2024-04-10
PU04121,C413,P30,Desktop Computer,Tech & Electronics,413.86,2024-06-23
PU04123,C255,P54,Rice Cooker,Kitchen & Appliances,176.51,2024-07-07
PU04124,C140,P52,Espresso Machine,Kitchen & Appliances,152.56,2024-04-02
PU04125,C197,P80,Leather Belt,Accessories & Lifestyle,110.77,2024-03-22
PU04126,C223,P87,Umbrella,Accessories & Lifestyle,14.42,2024-06-28
PU04127,C254,P108,Building Blocks,Toys & Games,18.15,2024-07-19
PU04128,C041,P61,Tennis Racket,Fitness & Sports,235.0,2024-04-05
PU04129,C165,P27,VR Headset,Tech & Electronics,448.85,2024-07-21
PU04130,C366,P21,Bluetooth Speaker,Tech & Electronics,381.73,2024-04-09
PU04131,C141,P06,Running Shorts,Clothing & Apparel,67.63,2024-10-04
PU04133,C087,P55,Ice Cream Maker,Kitchen & Appliances,87.36,2024-01-18
PU04137,C017,P49,Electric Kettle,Kitchen & Appliances,130.32,2024-12-20
PU04138,C347,P94,Travel Guide,Books & Stationery,36.16,2024-11-16
PU04139,C116,P06,Running Shorts,Clothing & Apparel,82.13,2024-01-13
PU04140,C310,P30,Desktop Computer,Tech & Electronics,66.92,2024-04-02
PU04141,C181,P44,Bed Frame,Home & Furniture,215.56,2024-02-19
PU04142,C314,P41,Wardrobe,Home & Furniture,68.82,2024-07-20
PU04143,C382,P76,Handbag,Accessories & Lifestyle,64.36,2024-01-11
PU04144,C411,P26,E-Reader,Tech & Electronics,247.76,2024-06-13
PU04145,C221,P87,Umbrella,Accessories & Lifestyle,147.97,2024-07-29
PU04146,C050,P82,Key Organizer,Accessories & Lifestyle,15.29,2024-03-27
PU04148,C242,P25,Digital Camera,Tech & Electronics,244.08,2024-02-02
PU04149,C043,P26,E-Reader,Tech & Electronics,975.15,2024-01-20
PU04150,C253,P49,Electric Kettle,Kitchen & Appliances,217.48,2024-04-23
PU04153,C449,P53,Food Processor,Kitchen & Appliances,203.71,2024-12-01
PU04154,C358,P86,Phone Case,Accessories & Lifestyle,95.32,2024-05-24
PU04155,C212,P41,Wardrobe,Home & Furniture,247.32,2024-08-20
PU04156,C196,P120,Toy Train Set,Toys & Games,185.4,2024-08-10
PU04157,C404,P119,Dollhouse,Toys & Games,50.87,2024-05-15
PU04159,C150,P49,Electric Kettle,Kitchen & Appliances,243.09,2024-11-04
PU04161,C174,P61,Tennis Racket,Fitness & Sports,166.56,2024-11-04
PU04162,C236,P66,Boxing Gloves,Fitness & Sports,128.68,2024-07-02
PU04165,C213,P102,Self-Help Book,Books & Stationery,22.02,2024-12-04
PU04168,C069,P08,Polo Shirt,Clothing & Apparel,110.15,2024-11-04
PU04169,C259,P87,Umbrella,Accessories & Lifestyle,46.35,2024-10-22
PU04170,C047,P104,Art Book,Books & Stationery,29.12,2024-03-12
PU04171,C390,P55,Ice Cream Maker,Kitchen & Appliances,130.19,2024-03-22
PU04172,C301,P119,Dollhouse,Toys & Games,26.49,2024-06-02
PU04173,C248,P30,Desktop Computer,Tech & Electronics,169.72,2024-01-25
PU04175,C256,P13,Raincoat,Clothing & Apparel,49.01,2024-02-29
PU04178,C298,P47,Microwave Oven,Kitchen & Appliances,124.61,2024-01-28
PU04179,C406,P76,Handbag,Accessories & Lifestyle,65.39,2024-11-30
PU04180,C355,P06,Running Shorts,Clothing & Apparel,44.21,2024-11-26
PU04181,C119,P72,Cycling Shorts,Fitness & Sports,21.18,2024-11-06
PU04182,C270,P119,Dollhouse,Toys & Games,137.99,2024-03-09
PU04184,C039,P71,Pull-Up Bar,Fitness & Sports,282.9,2024-03-17
PU04185,C334,P86,Phone Case,Accessories & Lifestyle,149.07,2024-03-01
PU04186,C279,P76,Handbag,Accessories & Lifestyle,127.42,2024-08-13
PU04187,C119,P86,Phone Case,Accessories & Lifestyle,84.5,2024-03-03
PU04189,C276,P27,VR Headset,Tech & Electronics,305.42,2024-05-30
PU04190,C455,P44,Bed Frame,Home & Furniture,114.78,2024-06-19
PU04191,C477,P68,Skipping Rope,Fitness & Sports,492.39,2024-10-26
PU04192,C221,P78,Wallet,Accessories & Lifestyle,85.42,2024-12-02
PU04193,C203,P78,Wallet,Accessories & Lifestyle,107.02,2024-12-23
PU04194,C420,P120,Toy Train Set,Toys & Games,70.85,2024-04-13
PU04195,C008,P98,Children's Storybook,Books & Stationery,20.38,2024-01-03
PU04196,C104,P102,Self-Help Book,Books & Stationery,22.04,2024-12-10
PU04197,C270,P42,Storage Ottoman,Home & Furniture,517.06,2024-02-20
PU04198,C284,P68,Skipping Rope,Fitness & Sports,209.9,2024-03-16
PU04199,C096,P27,VR Headset,Tech & Electronics,469.28,2024-07-28
PU04200,C195,P13,Raincoat,Clothing & Apparel,88.08,2024-10-27
PU04201,C240,P21,Bluetooth Speaker,Tech & Electronics,496.98,2024-04-24
PU04203,C487,P26,E-Reader,Tech & Electronics,393.05,2024-11-17
PU04204,C004,P29,Portable Power Bank,Tech & Electronics,671.84,2024-08-04
PU04205,C395,P09,Swimwear,Clothing & Apparel,51.88,2024-11-23
PU04207,C283,P82,Key Organizer,Accessories & Lifestyle,105.84,2024-07-17
PU04209,C382,P100,Comic Book,Books & Stationery,29.6,2024-02-02
PU04210,C211,P27,VR Headset,Tech & Electronics,215.33,2024-02-01
PU04211,C214,P49,Electric Kettle,Kitchen & Appliances,206.89,2024-08-26
PU04212,C025,P78,Wallet,Accessories & Lifestyle,12.96,2024-03-22
PU04213,C448,P79,Sunglasses,Accessories & Lifestyle,128.09,2024-12-06
PU04214,C403,P99,History Book,Books & Stationery,46.65,2024-12-10
PU04215,C360,P110,Stuffed Animal,Toys & Games,86.6,2024-10-19
PU04216,C380,P83,Luggage Set,Accessories & Lifestyle,73.7,2024-10-25
PU04217,C005,P83,Luggage Set,Accessories & Lifestyle,138.46,2024-06-24
PU04218,C273,P67,Exercise Bike,Fitness & Sports,141.33,2024-01-26
PU04220,C125,P41,Wardrobe,Home & Furniture,225.69,2024-11-17
PU04222,C079,P79,Sunglasses,Accessories & Lifestyle,99.36,2024-05-03
PU04223,C343,P38,Recliner Chair,Home & Furniture,454.03,2024-05-06
PU04224,C289,P104,Art Book,Books & Stationery,18.32,2024-01-10
PU04225,C205,P108,Building Blocks,Toys & Games,10.75,2024-05-22
PU04227,C276,P03,Jeans,Clothing & Apparel,94.69,2024-06-13
PU04228,C310,P91,Novel,Books & Stationery,40.13,2024-11-10
PU04230,C344,P66,Boxing Gloves,Fitness & Sports,169.37,2024-05-16
PU04231,C031,P94,Travel Guide,Books & Stationery,27.06,2024-12-05
PU04233,C204,P103,Language Workbook,Books & Stationery,29.45,2024-03-28
PU04234,C317,P79,Sunglasses,Accessories & Lifestyle,13.89,2024-12-13
PU04235,C164,P51,Toaster,Kitchen & Appliances,195.55,2024-02-26
PU04237,C150,P23,4K TV,Tech & Electronics,108.38,2024-11-28
PU04238,C083,P36,Sofa,Home & Furniture,412.86,2024-11-10
PU04239,C085,P47,Microwave Oven,Kitchen & Appliances,114.21,2024-02-10
PU04240,C162,P120,Toy Train Set,Toys & Games,61.03,2024-10-15
PU04241,C175,P110,Stuffed Animal,Toys & Games,12.02,2024-11-06
PU04242,C010,P14,Joggers,Clothing & Apparel,65.39,2024-03-12
PU04243,C116,P104,Art Book,Books & Stationery,41.62,2024-06-12
PU04244,C458,P87,Umbrella,Accessories & Lifestyle,14.89,2024-11-10
PU04246,C334,P54,Rice Cooker,Kitchen & Appliances,126.65,2024-01-06
PU04247,C488,P82,Key Organizer,Accessories & Lifestyle,131.36,2024-10-05
PU04248,C096,P03,Jeans,Clothing & Apparel,81.95,2024-04-17
PU04251,C463,P119,Dollhouse,Toys & Games,74.01,2024-04-29
PU04252,C244,P66,Boxing Gloves,Fitness & Sports,228.14,2024-05-13
PU04253,C169,P41,Wardrobe,Home & Furniture,457.89,2024-01-23
PU04254,C138,P80,Leather Belt,Accessories & Lifestyle,92.12,2024-03-03
PU04255,C165,P88,Jewelry Box,Accessories & Lifestyle,137.07,2024-05-12
PU04256,C299,P120,Toy Train Set,Toys & Games,24.8,2024-12-16
PU04258,C308,P41,Wardrobe,Home & Furniture,347.94,2024-12-24
PU04259,C498,P68,Skipping Rope,Fitness & Sports,253.05,2024-01-26
PU04260,C242,P09,Swimwear,Clothing & Apparel,48.99,2024-04-25
